name(In the Alleys)

snap(-60,-60,-50)
sky(50,100,200)
fog(10,10,10)
ground(30,30,30)
polys(100,100,100)
fadefrom(5000)
density(1)
nlaps(2)
lightson()

set(47,0,0,0)p
set(10,0,5600,0)p
set(10,0,11200,0)
set(26,0,13200,0)pr
set(10,0,16800,0)
set(10,0,22400,0)p
set(14,0,26950,0)
chk(40,0,25200,0)
set(10,4550,26950,90)p
set(14,9100,26950,-90)
chk(40,9100,25200,0)
set(10,9100,22400,0)
set(10,9100,16800,0)
set(26,9100,13400,180)pr
set(10,9100,11200,180)
set(10,9100,5600,180)p
set(10,9100,0,180)p
set(14,9100,-4550,90)
chk(40,9100,-2800,0)
set(10,13650,-4550,90)
set(14,18200,-4550,180)
chk(40,18200,-2800,0)
set(10,18200,0,0)p
set(10,18200,5600,0)
set(26,18200,9000,0)pr
set(10,18200,11200,0)
set(10,18200,16800,0)
set(10,18200,22400,0)
chk(40,18200,25200,0)
set(14,18200,26950,0)
set(10,22750,26950,90)p
set(14,27300,26950,-90)
chk(40,27300,25200,0)
set(10,27300,22400,0)p
set(10,27300,16800,0)p
set(26,27300,9042,180)pr
set(10,27300,11200,0)
set(10,27300,5600,180)
set(10,27300,0,180)p
chk(40,27300,-2800,0)
set(14,27300,-4550,90)
set(10,31850,-4550,90)p
set(14,36400,-4550,180)
chk(40,36400,-2800,0)
set(10,36400,0,0)
set(10,36400,5600,0)
set(26,36400,9000,0)
set(10,36400,11200,0)
set(10,36400,16800,0)
set(10,36400,22400,0)
set(10,36400,28000,0)
chk(40,36400,30800,0)
set(14,36400,32550,-90)
set(10,31850,32550,-90)
set(10,26250,32550,-90)
set(10,20650,32550,-90)
set(14,16100,32550,0)
chk(40,16100,30800,0)
set(10,16100,28000,0)
set(10,16100,22400,0)
set(28,16100,22038,0)pr
set(10,16100,16800,0)
set(10,16100,11200,0)
set(10,16100,5600,0)
set(14,16100,1050,180)
set(22,13790,1050,90)
chk(40,13442,1050,90)
set(14,11480,1050,90)
set(10,11480,5600,180)
set(10,11480,11200,180)
set(10,11480,16800,180)
set(28,11480,21764,180)pr
set(10,11480,22400,180)
set(10,11480,28000,180)
chk(40,11480,30800,0)
set(14,11480,32550,-90)
set(10,6930,32550,-90)
set(10,1330,32550,-90)
set(14,-3220,32550,0)
chk(40,-3220,30800,0)
set(10,-3220,28000,0)
set(10,-3220,22400,0)
set(26,-3220,19000,180)
set(10,-3220,16800,180)
set(10,-3220,11200,180)
set(10,-3220,5600,180)
set(10,-3220,0,180)
set(14,-3220,-4550,180)
chk(40,-4970,-4550,90)
set(14,-6720,-4550,90)
set(10,-6720,0,180)
set(10,-6720,5600,180)
set(10,-6720,11200,180)
set(26,-6720,13248,0)
set(10,-6720,16800,0)
set(10,-6720,22400,0)
set(10,-6720,28000,0)
set(10,-6720,33600,0)
chk(40,-6720,36400,0)
set(14,-6720,38150,0)
set(10,-2170,38150,90)
set(10,3430,38150,90)
set(10,9030,38150,90)
set(14,13580,38150,-90)
chk(40,13580,36400,0)
set(10,13580,33600,0)
set(10,13580,28000,0)
set(10,13580,22400,0)
set(10,13580,16800,0)
set(10,13580,11200,180)
set(31,13580,16291,180)pr
set(23,13580,8400,0)
set(23,13580,-8400,180)
set(10,13580,-11200,180)
set(30,13580,-10080,0)pl
set(10,13580,-16800,180)p
set(14,13580,-21350,180)pt
chk(40,11270,-21350,-90)
set(22,11270,-21350,-90)p
set(22,10150,-21350,-90)p
set(22,9030,-21350,-90)p
set(22,7910,-21350,-90)p
set(10,4550,-21350,-90)p
set(14,0,-21350,90)pt
set(10,0,-16800,180)p
set(10,0,-11200,180)p
set(10,0,-5600,180)p

maxl(14,-11560,-22800)
maxb(11,-25200,-9160)
maxr(14,41240,-22800)
maxt(11,42000,-9160)
