name(Red... Yellow... and Green!)

snap(-50,-60,-50)
sky(196,252,255)
fog(163,218,205)
ground(195,210,192)
polys(175,190,172)
fadefrom(5300)
density(5)
nlaps(1)
lightson()

set(47,0,0,0)p
set(10,0,5600,0)p
set(10,0,11200,0)
chk(40,0,14000,0)
set(12,1520,16830,-30)p
set(12,4560,22490,-30)p
set(10,6080,28120,0)
chk(40,6080,25320,0)
set(10,6080,33720,0)
set(26,6080,30920,0)pr
set(37,6080,35100,180)
set(10,6080,39320,0)p
set(14,6080,43870,0)
chk(40,6080,42120,0)
set(14,9580,43870,180)pt
set(14,9580,47370,0)pt
set(14,13080,47370,180)pt
set(37,11330,45585,180)
set(14,13080,50870,0)
set(37,11330,48990,180)
chk(40,14830,50870,90)
set(10,17630,50870,90)p
set(10,23230,50870,90)p
set(14,27780,50870,-90)
chk(40,27780,49120,0)
set(14,27780,47370,180)pt
set(37,29530,49010,180)
set(37,29530,49010,-90)
set(10,23230,47370,-90)p
set(14,18680,47370,0)
chk(40,20430,47370,90)
set(14,18680,43870,180)pt
set(14,15180,43870,0)
set(37,16930,45490,0)
chk(40,15180,42120,0)
set(10,15180,39320,0)
set(37,16930,42180,0)
set(10,15180,33720,180)
set(26,15180,35920,180)pr
set(10,15180,28120,180)
set(37,15180,30920,0)
chk(40,15180,25320,0)
set(12,13660,22490,150)p
set(12,10620,16830,150)p
set(10,9100,11200,0)
chk(40,9100,14000,0)
set(10,9100,5600,180)
set(29,9100,6236,180)pr
set(10,9100,0,180)p
set(10,9100,-5600,180)p
set(14,9100,-10150,90)
chk(40,9100,-8400,0)
set(14,12600,-10150,-90)pt
set(37,10770,-8650,0)
set(14,12600,-13650,90)
set(37,10770,-11955,0)
chk(40,14350,-13650,90)
set(14,16100,-13650,180)pt
set(14,16100,-10150,0)pt
set(37,14405,-11900,90)
set(14,19600,-10150,180)
set(37,17850,-12110,0)
chk(40,19600,-8400,0)
set(10,19600,-5600,0)
set(37,17850,-8620,0)
set(10,19600,0,0)
set(26,19600,-2200,0)pr
set(37,19600,605,180)
set(10,19600,5600,180)
set(26,19600,3406,180)pr
set(10,19600,11200,180)
chk(40,19600,14000,0)
set(12,21120,16830,-30)p
set(12,24160,22490,-30)p
set(10,25680,28120,0)
chk(40,25680,25320,0)
set(10,25680,33720,0)
set(26,25680,30920,0)pr
set(37,25680,34970,180)
set(10,25680,39320,0)p
set(14,25680,43870,0)
chk(40,25680,42120,0)
set(10,30230,43870,90)p
set(37,27780,41710,180)
set(37,27780,41710,-90)
set(10,35830,43870,90)p
set(14,40380,43870,180)pt
set(14,40380,47370,0)
set(37,38440,45590,90)
chk(40,42130,47370,90)
set(10,44930,47370,90)p
set(37,42155,49120,-90)
set(37,42155,49120,0)
set(10,50530,47370,90)p
set(14,55080,47370,180)pt
set(14,55080,50870,0)
set(37,53185,49120,90)
chk(40,56830,50870,90)
set(10,59630,50870,90)p
set(37,56775,52580,90)
set(37,56775,52580,180)
set(10,65230,50870,90)p
set(14,69780,50870,-90)
chk(40,69780,49120,0)
set(14,69780,47370,180)pt
set(37,71445,48965,180)
set(37,71445,48965,-90)
set(10,65230,47370,-90)p
set(14,60680,47370,0)
chk(40,62430,47370,90)
set(14,60680,43870,180)pt
set(37,62365,45590,-90)
set(10,56130,43870,-90)p
set(37,59090,45590,-90)
set(10,50530,43870,-90)p
