name(The Standoff)

snap(7,7,-21)
sky(255,254,233)
fog(231,229,217)
ground(192,201,190)
polys(218,188,32)
fadefrom(3000)
density(1)
nlaps(9)

set(47,0,0,0)
set(10,0,5600,0)
chk(40,0,8400,0)r
set(12,1520,11230,-30)
set(14,3040,15810,0)
set(13,7620,17330,120)
set(10,13250,18850,90)
chk(40,10450,18850,90)r
set(36,12536,21578,0)ph
set(36,14496,21578,0)
set(36,16456,21578,0)
set(36,18416,21578,0)
set(36,19560,21578,0)
set(25,14496,20478,0)
set(25,12536,20478,0)
set(10,18850,18850,90)
set(25,18416,20478,0)
set(25,16456,20478,0)
set(25,19560,20478,0)
chk(40,21650,18850,90)r
set(12,24480,17330,-120)
set(14,29060,15810,-90)
set(13,30580,11230,30)
set(10,32100,5600,0)
chk(40,32100,8400,0)r
set(36,34804,6314,-90)ph
set(36,34804,4354,-90)
set(36,34804,2394,-90)
set(36,34804,434,-90)
set(36,34804,-666,-90)
set(25,32934,4354,90)
set(25,32934,6314,90)
set(10,32100,0,0)
set(25,32934,434,90)
set(25,32934,2394,90)
set(25,32934,-666,90)
chk(40,32100,-2800,0)r
set(12,30580,-5630,-30)
set(14,29060,-10210,180)
set(13,24480,-11730,-60)
set(10,18850,-13250,90)
chk(40,21650,-13250,90)r
set(36,19560,-15980,180)ph
set(36,17600,-15980,180)
set(36,15640,-15980,180)
set(36,13680,-15980,180)
set(36,12536,-15980,180)
set(25,19560,-14860,180)
set(25,17600,-14860,180)
set(10,13250,-13250,90)
set(25,12536,-14860,180)
set(25,15640,-14860,180)
set(25,13680,-14860,180)
chk(40,10450,-13250,90)r
set(12,7620,-11730,60)
set(14,3040,-10210,90)
set(13,1520,-5630,210)
chk(40,0,-2800,0)r
set(36,-2730,-666,90)ph
set(36,-2730,1294,90)
set(36,-2730,6314,90)
set(36,-2730,3254,90)
set(36,-2730,5214,90)
set(25,-1617,-666,90)
set(25,-1617,1294,90)
set(25,-1617,3254,90)
set(25,-1617,5214,90)
set(25,-1617,6314,90)
set(24,16090,-8440,180)po
set(15,16090,-5640,0)p
set(15,16090,-40,0)p
set(34,16090,620,180)pr
fix(41,16090,3192,-1700,0)s
set(34,16090,5960,180)pr
set(15,16090,5560,0)
set(15,16090,11160,0)
set(24,16090,13960,0)po

maxl(9,-5563,-16401)
maxb(9,-18801,-3163)
maxr(9,37637,-16401)
maxt(9,24399,-3163)
