name(Underground Parking Lot)

snap(-20,-20,-10)
sky(70,10,10)
fog(20,20,10)
ground(100,100,100)
polys(110,110,110)
fadefrom(4500)
density(2)
nlaps(1)
lightson()

set(47,0,0,0)p
set(10,0,5600,0)p
set(10,0,11200,0)p
set(10,0,16800,0)p
set(14,0,21350,0)pt
set(10,4550,21350,90)p
set(10,10150,21350,90)
chk(40,9018,21350,90)r
set(14,14700,21350,-90)
set(10,14700,16800,0)
set(32,14350,14202,180)pr
set(10,14700,11200,0)
set(32,15050,7035,180)
set(10,14700,5600,0)
set(10,14700,0,0)p
set(14,14700,-4550,90)pt
set(10,19250,-4550,90)
chk(40,20084,-4550,90)r
set(10,24850,-4550,90)p
set(14,29400,-4550,180)pt
set(10,29400,0,180)
set(32,29050,2590,0)pr
set(10,29400,5600,180)
set(32,29750,9589,0)pr
set(10,29400,11200,180)
set(10,29400,16800,180)p
set(14,29400,21350,0)pt
set(10,33950,21350,90)p
set(10,39550,21350,90)p
chk(40,39708,21350,90)r
set(14,44100,21350,-90)pt
set(10,44100,16800,0)p
set(10,44100,11200,0)
set(32,43750,12928,180)pr
set(10,44100,5600,0)
set(32,44450,4374,180)pr
set(10,44100,0,0)p
set(14,44100,-4550,90)pt
set(10,48650,-4550,90)p
set(10,54250,-4550,90)p
chk(40,53708,-4550,90)r
set(14,58800,-4550,180)pt
set(10,58800,0,180)p
set(32,58450,5925,0)pr
set(10,58800,5600,180)
set(10,58800,11200,180)
set(32,59150,11720,0)pr
set(10,58800,16800,180)p
set(14,58800,21350,0)pt
set(10,63350,21350,90)p
set(10,68950,21350,90)p
chk(40,69110,21350,90)r
set(14,73500,21350,-90)pt
set(32,73150,15310,180)pr
set(10,73500,16800,0)
set(10,73500,11200,0)p
set(32,73850,7651,180)pr
set(10,73500,5600,0)
set(10,73500,0,0)p
set(14,73500,-4550,90)pt
set(10,78050,-4550,90)p
set(10,83650,-4550,90)p
chk(40,83742,-4550,90)r
set(14,88200,-4550,180)pt
set(10,88200,0,180)p
set(32,88331,4962,0)pr
set(10,88200,5600,180)
set(32,88056,7951,0)pr
set(10,88200,11200,180)
set(10,88200,16800,180)p
set(14,88200,21350,0)pt
set(10,92750,21350,90)p
set(10,98350,21350,90)p
chk(40,98742,21350,90)r
set(14,102900,21350,-90)pt
set(10,102900,16800,0)p
set(32,103250,13000,180)pr
set(10,102900,11200,0)
set(32,102550,5537,180)pr
set(10,102900,5600,0)
set(10,102900,0,0)p
set(14,102900,-4550,90)pt
set(10,107450,-4550,90)p
chk(40,112242,-4550,90)r
set(10,113050,-4550,90)p
set(14,117600,-4550,180)pt
set(10,117600,0,180)
set(32,117950,2800,0)pr
set(10,117600,5600,180)
set(32,117250,8962,0)
set(10,117600,11200,180)
set(10,117600,16800,180)p
set(14,117600,21350,0)pt
set(10,122150,21350,90)p
set(10,127750,21350,90)p
chk(40,128742,21350,90)r
set(14,132300,21350,-90)pt
set(10,132300,16800,0)
set(32,131950,15741,180)
set(10,132300,11200,0)
set(32,132650,8908,180)pr
set(10,132300,5600,0)
set(10,132300,0,0)p
set(14,132300,-4550,90)pt
chk(40,134742,-4550,90)r
set(10,136850,-4550,90)
set(10,142450,-4550,90)
set(26,140250,-4550,-90)pr
set(14,147000,-4550,180)
set(10,147000,0,180)
set(10,147000,5600,180)
set(14,147000,10150,0)
set(10,151550,10150,90)
