name(The Final Corridor)

snap(-33,-52,0)
sky(185,189,219)
fog(176,178,220)
ground(230,230,230)
polys(153,0,255)
fadefrom(4000)
density(3)
nlaps(5)
lightson()


set(47,0,0,0)p
set(10,0,5600,0)
set(26,0,5000,0)pr
set(10,0,11200,0)
set(10,0,16800,0)p
set(14,0,21350,-90)
chk(40,0,18000,0)r
set(10,-4550,21350,-90)p
set(20,-10150,21350,-90)p
set(15,-15750,21350,-90)
set(15,-21350,21350,-90)
set(35,-19091,21682,90)pr
set(15,-26950,21350,-90)p
set(15,-32550,21350,-90)
set(20,-38150,21350,90)
set(33,-34903,21350,90)pr
set(10,-43750,21350,-90)p
set(10,-49350,21350,-90)p
set(14,-53900,21350,0)
chk(40,-53900,18500,0)r
set(10,-53900,16800,0)
set(37,-51900,19350,0)
set(37,-51900,19350,90)
set(10,-53900,11200,0)p
set(14,-53900,6650,90)
set(37,-51900,8650,0)
set(37,-51900,8650,90)
chk(40,-50000,6650,90)r
set(10,-49350,6650,90)p
set(10,-43750,6650,90)
set(10,-38150,6650,90)
set(27,-40950,6650,-90)pr
set(10,-32550,6650,90)p
set(10,-26950,6650,90)p
set(10,-21350,6650,90)p
chk(40,-20000,6650,90)r

set(14,-16800,6650,-90)
set(37,-18800,4650,0)
set(37,-18800,4650,90)
set(10,-16800,2100,0)p
set(10,-16800,-3500,0)p
set(14,-16800,-8050,180)
set(37,-18800,-6050,0)
set(37,-18800,-6050,90)
chk(40,-16800,-6300,0)r
set(10,-21350,-8050,-90)p
set(10,-26950,-8050,-90)
set(10,-32550,-8050,-90)
set(29,-31914,-8050,90)pr
set(10,-38150,-8050,-90)p
set(10,-43750,-8050,-90)p
set(10,-49350,-8050,-90)p
set(14,-53900,-8050,0)
set(37,-51900,-10050,0)
set(37,-51900,-10050,90)
chk(40,-50000,-8050,90)r
set(10,-53900,-12600,0)p
set(10,-53900,-18200,0)p
set(14,-53900,-22750,90)pt
set(37,-51900,-20750,0)
set(37,-51900,-20750,90)
set(10,-49350,-22750,90)
chk(40,-51280,-22750,90)r
set(10,-43750,-22750,90)
set(23,-40950,-22750,90)
set(31,-41780,-22750,-90)pr
set(37,-39720,-24080,-90)
set(37,-39720,-21400,-90)
set(37,-39200,-21200,-90)
set(37,-39120,-24480,-90)
set(10,-24910,-22290,-90)p
set(14,-20360,-22290,180)pt
set(10,-20360,-17740,0)
chk(40,-20360,-16900,0)r
set(14,-20360,-13190,-90)pt
set(10,-24910,-13190,90)p
set(10,-30510,-13190,90)p
set(14,-35060,-13190,0)pt
set(10,-35060,-17740,180)
set(26,-35060,-19060,180)pr
set(10,-35060,-23340,180)p
set(10,-35060,-28940,180)p
set(14,-35060,-33490,90)
chk(40,-35060,-31740,0)r
set(20,-30510,-33490,90)
set(21,-24910,-33490,-90)
set(33,-27710,-33490,-90)pr
set(18,-19310,-33490,-90)
set(36,-21100,-31680,0)ph
set(36,-21100,-35300,180)
set(18,-13710,-33490,-90)
set(36,-15220,-35300,180)
set(36,-15220,-31680,0)
set(19,-9160,-33490,180)
chk(42,-9160,-29000,0)r
set(21,-9160,-28940,180)
set(20,-9160,-23340,0)
set(33,-9160,-26140,0)pr
set(14,-9160,-18790,0)
set(13,-4580,-17270,-60)p
set(14,0,-15750,180)
chk(40,0,-14000,0)r
set(10,0,-11200,0)p
set(10,0,-5600,0)p
set(23,-27710,-22290,-90)
set(37,-29020,-21000,-90)
set(37,-29040,-24080,-90)
set(37,-28440,-23800,-90)
set(37,-28420,-20660,-90)
set(15,-22920,13620,90)
set(16,-28520,13620,-90)
set(34,-24740,13620,-90)
set(15,-34120,13620,90)
set(34,-32000,13620,-90)
set(24,-36920,13620,90)
set(24,-20120,13620,-90)
set(31,-11366,-700,-90)
set(31,-11366,6650,-90)
set(31,-11366,-8050,-90)

maxl(15,-60446,-36318)
maxb(15,-38718,-58046)
maxr(15,11554,-36318)
maxt(15,33282,-58046)
